name,rest_type
Omleterian,Delivery
NoLimmits Lounge and Club,Club
Chickpet Donne Biryani House,Quick Bites
Umami & Beyond,Takeaway
Umami & Beyond,Delivery
Roll Er Dokaan,Quick Bites
Food Town,Delivery
Fabcafe,Cafe
Hotel Chandrika,Casual Dining
Infinitea Tea Room & Tea Store,Casual Dining
Infinitea Tea Room & Tea Store,Cafe
Masale Daan,Delivery
Bheema's,Casual Dining
Ayda Persian Kitchen,Casual Dining
Ciclo Cafe,Cafe
Ciclo Cafe,Casual Dining
Cream Stone,Dessert Parlor
Kolkata Famous Kati Rolls,Quick Bites
Ice Cream Works,Dessert Parlor
Quench & Crunch,Beverage Shop
Popat,Quick Bites
The Open Box,Casual Dining
The Open Box,Bar
Kenny's Restaurant,Quick Bites
Bangalore Bytes,Quick Bites
Panchavati Gaurav Thali,Casual Dining
Paratha Xpress,Quick Bites
Rotti Mane,Quick Bites
The Grill House,Casual Dining
The Grill House,Bar
Aromas Of South,Casual Dining
Ganesh Food Joint,Quick Bites
Foodhall,Casual Dining
Kartik's Mithai Shoppe,Quick Bites
Kartik's Mithai Shoppe,Sweet Shop
Savera Lassi Shop,Beverage Shop
Wolf'ish,Cafe
Bean Flickers,Cafe
Caf̩ Mor'ish,Cafe
Mudpipe Cafe,Cafe
Mad Over Biryani,Quick Bites
Shyvan Restaurant,Casual Dining
Toscano,Casual Dining
Kettle & Kegs,Delivery
Amande Patisserie,Bakery
Amande Patisserie,Dessert Parlor
Kolkatta Famous Chat,Quick Bites
Oh My Chaat,Quick Bites
Mudaliar's Kitchen,Delivery
Cafe Braqa,Cafe
Cobaja,Casual Dining
The Souk,Cafe
Just Bake,Bakery
Drunken Monkey,Beverage Shop
Drunken Monkey,Quick Bites
Yauatcha P̢tisserie,Dessert Parlor
Chantilly,Cafe
Chantilly,Bakery
Ideal Kitchen,Quick Bites
Kudla - Hotel Ramanashree,Casual Dining
ASEAN - On The Edge,Casual Dining
Sweet Chariot,Dessert Parlor
Qissa Khawani,Casual Dining
Hatti Kaapi,Quick Bites
Kitchen On Table,Casual Dining
The Cake City,Quick Bites
The Cake City,Bakery
EatWater,Casual Dining
EatWater,Bar
Meat And Eat,Quick Bites
Chawla's 2 Online.com,Delivery
Supreme Biryani,Delivery
Ooty Chocolates,Dessert Parlor
Kanteen 038,Quick Bites
Ujwal Restaurant,Casual Dining
Sri Krishna Sweets,Sweet Shop
Wats Ur Scoop?,Dessert Parlor
Marzipan Cafe & Bakery,Cafe
Marzipan Cafe & Bakery,Bakery
Mount View Fast Food,Takeaway
Pai Vihar,Quick Bites
Cafe Terra,Cafe
Donne Biriyani Mane,Quick Bites
Lakeview Milkbar,Dessert Parlor
Lakeview Milkbar,Cafe
20 Feet High,Casual Dining
20 Feet High,Bar
Kabab Nation Corner,Quick Bites
Airlines Hotel,Quick Bites
Anupam's Coast II Coast,Casual Dining
Vinny's,Casual Dining
Danny Lambas Punjabi Dhaba,Casual Dining
The Bundle Co.,Quick Bites
New Kudla Family Resturant,Quick Bites
Platter,Quick Bites
The Chariot,Quick Bites
Kobe Sizzlers,Casual Dining
Goli Vada Pav No. 1,Quick Bites
Happy Fillings,Quick Bites
Cookie Man,Bakery
The ThickShake Factory,Beverage Shop
Kadamba Foodline,Quick Bites
Ebony,Casual Dining
Arya Bhavan Sweets,Sweet Shop
Arya Bhavan Sweets,Quick Bites
Kenz Karam,Takeaway
Kenz Karam,Delivery
Cafe Idly,Quick Bites
Meaza Ginger Multi Cuisine Restaurant,Quick Bites
GMT - Gelateria Montecatini Terme,Quick Bites
Crescent Avenue - Hotel Bangalore International,Casual Dining
The Charcoal Factory,Quick Bites
Gobble Up Churros Cafe,Casual Dining
Penta Cafe,Quick Bites
Instant Noodle Doodle,Quick Bites
Chaitanya Veg,Quick Bites
South Inn,Quick Bites
Red Lantern,Casual Dining
Tewari Bros Mithai Shoppie,Sweet Shop
Benjarong,Casual Dining
Petoo,Casual Dining
Bubbles,Cafe
Zodiac - Fortune Select JP Cosmos Hotel,Casual Dining
Nossa Goa,Casual Dining
Ramji Chaiwale,Quick Bites
The Wok Shop,Quick Bites
OCEA HOTEL,Casual Dining
Le Rock,Bar
Desi Inn,Quick Bites
Indira Darshini,Quick Bites
Kulfi Point,Dessert Parlor
Container Coffee,Quick Bites
Frozen Bottle,Beverage Shop
Parika Multicuisine Restaurant,Casual Dining
Brownie Heaven,Dessert Parlor
Stars 'N' Stripes,Quick Bites
Troll,Dessert Parlor
C Sharp Kitchen,Casual Dining
Sherlock's Cafe,Cafe
Mamma Mexicana,Casual Dining
Navab's,Delivery
The Coffee Bean & Tea Leaf,Cafe
SGS Non Veg - Gundu Pulav,Quick Bites
Munchies,Quick Bites
Munchies,Bakery
Desi Streat,Food Court
Chels Cafe,Cafe
Kumbakonam Degree Coffee,Quick Bites
ZOROY Luxury Chocolate,Dessert Parlor
Little White Kitchen,Quick Bites
KC Das,Sweet Shop
KC Das,Quick Bites
MISU,Casual Dining
MISU,Bar
The Bong,Quick Bites
Step Right Up,Cafe
Pulimunchi,Casual Dining
Happy Belly Bakes,Bakery
Happy Belly Bakes,Cafe
Midnight Eats,Delivery
Bread and Circus,Cafe
Tea Break Lounge,Quick Bites
The J,Quick Bites
Cafe Imroze,Cafe
Cafe Imroze,Casual Dining
Chung Shan Chinese Restaurant,Quick Bites
Paratha Plaza,Quick Bites
China South,Casual Dining
Xian,Casual Dining
Hotel Ruchi Priya,Quick Bites
Fat Buddha,Casual Dining
Urban Solace - Caf̩ for the Soul,Cafe
Urban Solace - Caf̩ for the Soul,Casual Dining
Tea Journey,Cafe
BLOW,Cafe
Ging - Royal Orchid Central,Bar
Ging - Royal Orchid Central,Casual Dining
Chai Ki Tapri,Cafe
Bhagini Icon Boutique Hotel,Casual Dining
The Biere Club,Pub
The Biere Club,Microbrewery
Hungry Walker,Delivery
Shadow Kolkata Katti Rolls & Momos,Quick Bites
Ramana's,Casual Dining
Meenu Oota Da Maane,Casual Dining
Hotel Tom's Restaurant,Casual Dining
The Konkan - Seafood Restaurant,Casual Dining
Jars,Delivery
Nithyothsav - Hotel Ramanashree,Casual Dining
Fatso's,Cafe
Midnight Hunger Solutions 24/7,Delivery
Driven Cafe,Cafe
Venkateshwara Foods,Takeaway
Venkateshwara Foods,Delivery
Khally Wally,Quick Bites
Caffe Maven,Quick Bites
Ghar Ka Bhojan,Delivery
Friends Night Kitchen,Takeaway
Friends Night Kitchen,Delivery
New Arya Bhavan,Quick Bites
Monsoon Express,Takeaway
Monsoon Express,Delivery
Raaga,Casual Dining
Marathi Biriyani House,Quick Bites
Canopy,Casual Dining
Little Bites,Cafe
Little Bites,Quick Bites
RR Catering,Quick Bites
Hit and Run,Food Truck
The Jungle Terrace,Casual Dining
Bhaiyaji Food Court,Quick Bites
Tandoor Da Funda,Quick Bites
Siridhanya Upahara Darshini,Quick Bites
BabaYaga's,Bar
BabaYaga's,Casual Dining
Goodness! Beverages,Takeaway
Goodness! Beverages,Delivery
Siddique Kabab Centre,Casual Dining
Norsha Caffe,Cafe
Manjit Da Dhaba,Quick Bites
Sunny Side Bistro,Cafe
Northern Route,Quick Bites
House Of Seitan,Cafe
Hotel Ramprasad,Quick Bites
The Teal Door Cafe,Cafe
New Prashanth Hotel,Casual Dining
Smokie Brownie,Cafe
Roll Junction,Quick Bites
Kerala Kitchen,Quick Bites
Daily Bite,Quick Bites
ROYCE' Chocolate,Confectionery
Cafe Treat - The Pride Hotel,Casual Dining
The Good Grain,Casual Dining
The Humming Tree,Lounge
Woodstok,Takeaway
Woodstok,Delivery
Durga Sagar,Quick Bites
Kadai Crust - Amma Veetu Samayal,Takeaway
Kadai Crust - Amma Veetu Samayal,Delivery
Gundappa Donne Biryani,Quick Bites
Japan Travel Cafe Azuki,Cafe
Bon Sante,Cafe
Little Chef,Casual Dining
The Bite Club,Food Truck
Croons,Dessert Parlor
Pappu BC,Quick Bites
Express Food Delivery,Delivery
Gowdara Naati Mane,Quick Bites
Batter Splatter,Bakery
Ice & Spice,Takeaway
Ice & Spice,Delivery
Vasudev Adiga's,Quick Bites
Armani Kabab Centre,Quick Bites
R.K Caterers,Quick Bites
Wow Tasty Food,Quick Bites
Donne Biryani Mane,Quick Bites
Cafe Cerrise,Cafe
Allana Kabab,Quick Bites
Arina's,Quick Bites
Kaulige Millet Corner,Quick Bites
The French Loaf,Bakery
The French Loaf,Quick Bites
Aubree,Cafe
Aubree,Bakery
Rawal Jalebi,Dessert Parlor
Chef Baker's,Bakery
Chef Baker's,Kiosk
Soup Station,Delivery
Arabian Tea,Beverage Shop
Sri Ayodhya Veg,Quick Bites
Byblos,Casual Dining
Homemade Food,Takeaway
Gowdara Naati Mane,Casual Dining
Masala Oota,Quick Bites
Fava,Casual Dining
Fava,Bar
Kamat Restaurant,Casual Dining
Double Decker,Bar
Double Decker,Casual Dining
Taj Hotel,Casual Dining
Tiger Trail - Ramada Hotel,Casual Dining
Tiger Trail - Ramada Hotel,Bar
Metro Military Hotel,Quick Bites
Curries And Pickles,Quick Bites
Copacabana Pub,Pub
Copacabana Pub,Casual Dining
Amber Rush Restobar,Pub
Bootlegger,Pub
ThrowBack - Pub & Dine,Bar
ThrowBack - Pub & Dine,Casual Dining
Retro Lounge Bar,Bar
Tasty King,Quick Bites
Cool Corner Arun Ice Cream,Dessert Parlor
Eatato Snack Bar,Quick Bites
Akshaya Sambrama Veg Restaurant,Quick Bites
L'inoui,Dessert Parlor
Nagarjuna,Casual Dining
Magic Box,Takeaway
Magic Box,Delivery
Hyderabad Biryaani House,Casual Dining
Sunny's,Casual Dining
Sunny's,Bar
The Bangalore Cafe,Casual Dining
Truffles,Cafe
Green Onion,Casual Dining
Art of Delight,Dessert Parlor
Delisias,Bakery
Cafe Kaara,Cafe
Khazana Food Paradise,Quick Bites
CakeZone,Bakery
Little Green Cafe,Cafe
Little Green Cafe,Casual Dining
Mandarin Box,Quick Bites
Pashto,Casual Dining
CAMP TANDOOR,Quick Bites
IceBreakers,Dessert Parlor
Somilan Steak House,Casual Dining
Raidan Restaurant,Casual Dining
Peppa Zzing,Cafe
Juice Junction,Quick Bites
KAARA BY THE LAKE,Cafe
Konark Vegetarian Restaurant,Casual Dining
Sugarberryz Cakery,Takeaway
Sugarberryz Cakery,Delivery
The Oriental Spice - Ashraya Hotel,Casual Dining
Nandhini Deluxe,Casual Dining
Trick Or Treat,Cafe
Lagom Patisserie,Bakery
The Chocolate Heaven,Dessert Parlor
The Chocolate Heaven,Cafe
Juicemaker,Beverage Shop
Fresh Bites,Takeaway
Fresh Bites,Delivery
All Saints Bakery,Bakery
Kim Lee Restaurant,Casual Dining
Tibbs Frankie,Quick Bites
Give Me 5 Cafe,Cafe
Aroma Of Asia,Quick Bites
Mel's Korner,Quick Bites
Iyengars' Bakery,Bakery
Rolls On Wheels,Quick Bites
Sidewalk Cafe - Nahar's Heritage Hotel,Casual Dining
Lickity Garden,Casual Dining
Yomama!!,Quick Bites
Halli Oota,Casual Dining
Pop'z Kitchen,Bakery
Chocolate Junction,Dessert Parlor
Cafe @ Elanza,Casual Dining
Cafe @ Elanza,Cafe
New Udupi Upahar,Quick Bites
Tempura Restaurant,Casual Dining
Choi Choi Momos,Kiosk
Lassi House,Beverage Shop
Hashtag Cafe,Cafe
BISO - Citrus Hotels,Casual Dining
Stir Fry,Casual Dining
Shanthi Sagar Deluxe,Casual Dining
Natural Ice Cream,Dessert Parlor
DilliBite,Quick Bites
MiniMelts,Dessert Parlor
AM Biryani Junction,Quick Bites
MACHALI,Casual Dining
Aruba's Lucknow Sheermal House,Quick Bites
Aathithya,Casual Dining
Hotel Green Tara,Casual Dining
Mughals Restaurant,Casual Dining
Indy's Comfort Food,Quick Bites
Just Baked,Bakery
Just Baked,Quick Bites
Jini's Goodies,Delivery
La Mirch,Delivery
Bombay Kulfis,Dessert Parlor
Chaithanya Andhra Style Family Restaurant,Casual Dining
The Sugar Therapy,Dessert Parlor
The Sugar Therapy,Bakery
Chitu's Kitchen,Quick Bites
Al Sadique Restaurant,Quick Bites
RICE BAR,Delivery
Shake N Snack,Beverage Shop
New Kohinoor Hotel,Casual Dining
Hatti Punjab Di,Quick Bites
Tenco Infusions,Beverage Shop
Kanis Kitchen,Quick Bites
Sultan's Biryani,Delivery
Bhaiyajees,Takeaway
Bhaiyajees,Delivery
Tosco,Beverage Shop
Dine In,Quick Bites
The Donut Baker,Bakery
The Donut Baker,Dessert Parlor
Konfection Konnection,Takeaway
Konfection Konnection,Delivery
Painted Platters,Bakery
Bhaiya Ji Food Court,Quick Bites
Bismillah Ambur Biryani,Quick Bites
Big Box Theory,Delivery
Chinese Corner,Quick Bites
The Bao Belly,Cafe
Rescafe,Quick Bites
New Roll Centre,Quick Bites
Habib's Biryani,Delivery
Shiv Sager,Food Court
Bhartiya Jalpan,Casual Dining
Best Biryani,Quick Bites
Malabar Kitchen,Quick Bites
Casa Express,Quick Bites
Pappu Chaiwalla,Quick Bites
Kamat's Palate Korner,Casual Dining
LocalHost,Quick Bites
Royal Tea House,Quick Bites
Nawab's Kolkatta Roll,Kiosk
Royal Restaurant,Quick Bites
Shree Sadguru Refreshment,Quick Bites
Shan Restaurant,Quick Bites
Hotel Fine,Casual Dining
Hotel Nisarga Grand,Casual Dining
Baahubelly,Casual Dining
Hatti Punjab Di,Casual Dining
Safa Hotel,Quick Bites
Juice Shop,Quick Bites
Hotel New Sagar,Quick Bites
Apsara Hotel,Quick Bites
Home Treat,Quick Bites
Halli Mane,Quick Bites
Delices,Bakery
Deccan Spices,Quick Bites
Ambur Hot Dum Biryani,Quick Bites
Sri Rama,Quick Bites
Pooja Veg,Quick Bites
Hungry Birds,Delivery
Bhandary's Kitchen,Delivery
Cravisthan,Quick Bites
Banashankri Donne Biriyani,Quick Bites
Pinxx - Royal Orchid Central,Casual Dining
Funjabi,Casual Dining
Cafe Mangii,Casual Dining
Debby's Kitchen,Quick Bites
Fabcafe,Cafe
Lakeview Milkbar,Dessert Parlor
Lakeview Milkbar,Cafe
Happy Belly Bakes,Cafe
Happy Belly Bakes,Bakery
Sugar & Spice - Taj MG Road Bengaluru,Dessert Parlor
Yauatcha P̢tisserie,Dessert Parlor
Smoor,Dessert Parlor
ROYCE' Chocolate,Confectionery
Chef Baker's,Bakery
Chef Baker's,Kiosk
Just Bake,Bakery
Ice N Spice,Dessert Parlor
Bhaiyaji Food Court,Quick Bites
Arya Bhavan Sweets,Sweet Shop
Berrylicious Cafe,Casual Dining
Berrylicious Cafe,Cafe
Green Theory,Casual Dining
Green Theory,Cafe
Alchemy - The Chancery Pavilion,Microbrewery
Alchemy - The Chancery Pavilion,Casual Dining
The White Room - Coffee & Kitchen,Cafe
Glen's Bakehouse,Bakery
Glen's Bakehouse,Cafe
Dunkin' Donuts,Quick Bites
Dunkin' Donuts,Dessert Parlor
Art of Delight,Dessert Parlor
Fabelle Chocolate Boutique - ITC Gardenia,Dessert Parlor
Belgian Waffle Factory,Dessert Parlor
Bengaluru Baking Company - JW Marriott Bengaluru,Bakery
Bengaluru Baking Company - JW Marriott Bengaluru,Cafe
Delisias,Bakery
Skoolroom,Cafe
Bhagatram Sweets,Quick Bites
99 Pancakes,Dessert Parlor
Caf̩ Mor'ish,Cafe
IceBreakers,Dessert Parlor
GMT - Gelateria Montecatini Terme,Quick Bites
Corner House Ice Cream,Dessert Parlor
The Flying Squirrel,Cafe
The Bengaluru Brasserie - Hyatt Centric MG Road,Casual Dining
Nossa Goa,Casual Dining
Marzipan Cafe & Bakery,Cafe
Marzipan Cafe & Bakery,Bakery
Amma's Pastries,Dessert Parlor
XO Belgian Waffle,Food Court
The Chocolate Heaven,Dessert Parlor
The Chocolate Heaven,Cafe
Koshy's,Bakery
Koshy's,Quick Bites
Haji Ali Juice Centre,Quick Bites
Haji Ali Juice Centre,Beverage Shop
The Waffle Press,Dessert Parlor
Amande Patisserie,Bakery
Amande Patisserie,Dessert Parlor
Anand Sweets and Savouries,Quick Bites
WAFL Caf̩,Dessert Parlor
WAFL Caf̩,Quick Bites
All Saints Bakery,Bakery
Munchies,Quick Bites
Munchies,Bakery
Mad Over Donuts,Food Court
Rawal Jalebi,Dessert Parlor
Fatima Bakery,Bakery
Fatima Bakery,Quick Bites
Keventers,Beverage Shop
Keventers,Dessert Parlor
Tewari Bros Mithai Shoppie,Sweet Shop
Iyengars' Bakery,Bakery
Bowring Kulfi,Dessert Parlor
Santhanam Sweets & Savouries,Sweet Shop
Gelato Italiano,Dessert Parlor
Pop'z Kitchen,Bakery
The Lobby Brew - Conrad Bengaluru,Cafe
Chocolate Junction,Dessert Parlor
ZOROY Luxury Chocolate,Dessert Parlor
Shilpa Veg,Quick Bites
Banchharam,Quick Bites
Pabrai's Fresh & Naturelle Icecreams,Dessert Parlor
The Cake House,Bakery
Kanti Sweets,Sweet Shop
Kanti Sweets,Quick Bites
Sreeraj Lassi Bar,Dessert Parlor
Sreeraj Lassi Bar,Beverage Shop
Sweet Chariot,Bakery
Excelsior Bakery,Bakery
Cookie Man,Bakery
Drunken Monkey,Beverage Shop
Drunken Monkey,Quick Bites
The French Loaf,Bakery
The French Loaf,Quick Bites
Baskin Robbins,Dessert Parlor
Daily Bite,Quick Bites
Natural Ice Cream,Dessert Parlor
Delices,Bakery
Krispy Kreme,Dessert Parlor
Ooty Chocolates,Dessert Parlor
Croons,Dessert Parlor
MiniMelts,Dessert Parlor
Jai Mataji Farshan and Sweets,Sweet Shop
Jai Mataji Farshan and Sweets,Quick Bites
Lassi Shop,Beverage Shop
Aubree,Cafe
Aubree,Bakery
Up Bhavan,Sweet Shop
Snow Gola,Dessert Parlor
Mishra Pedha,Sweet Shop
South Calcutta Sweets & Chat,Quick Bites
Just Baked,Bakery
Just Baked,Quick Bites
Mist N Creams,Dessert Parlor
Bombay Kulfis,Dessert Parlor
The Sugar Therapy,Dessert Parlor
The Sugar Therapy,Bakery
Delhi Bhavan,Quick Bites
S R & Sons Bakery,Dessert Parlor
Deli Counter - Gateway Hotel,Dessert Parlor
Brea,Bakery
Brea,Quick Bites
The Donut Baker,Bakery
The Donut Baker,Dessert Parlor
Painted Platters,Bakery
Batter Splatter,Bakery
Ibaco,Dessert Parlor
Sweet Truth,Delivery
The Chef's Cake & Bakes,Dessert Parlor
The Belgian Waffle Co.,Dessert Parlor
Ganache - The Ritz-Carlton,Dessert Parlor
Third Wave Coffee Roasters @ The Bohemian House,Cafe
Hammered,Pub
Hammered,Cafe
The Bangalore Cafe,Casual Dining
Thom's Bakery,Bakery
Thom's Bakery,Quick Bites
The Culinarium,Cafe
The Culinarium,Dessert Parlor
Dolci Desserts,Cafe
Dolci Desserts,Dessert Parlor
CakeZone,Bakery
Pulla Reddy Sweets,Sweet Shop
Pulla Reddy Sweets,Quick Bites
Lagom Patisserie,Bakery
Frozen Bottle,Beverage Shop
L'inoui,Dessert Parlor
Luna Sweets,Sweet Shop
Bhikaram Chandmal Bhujiawala,Quick Bites
Surya Bakery,Bakery
Cool Corner Arun Ice Cream,Dessert Parlor
Jini's Goodies,Delivery
Kulfi Point,Dessert Parlor
KC Das - Sweet Bite,Sweet Shop
KC Das - Sweet Bite,Quick Bites
Orchard Fresh,Dessert Parlor
Konfection Konnection,Takeaway
Konfection Konnection,Delivery
Tandoor,Fine Dining
ASEAN - On The Edge,Casual Dining
Ebony,Casual Dining
The 13th Floor,Lounge
Yauatcha,Fine Dining
The Tao Terraces,Casual Dining
Rim Naam - The Oberoi,Fine Dining
Cafe Azzure,Cafe
SkyDeck By Sherlock's,Pub
SkyDeck By Sherlock's,Casual Dining
Portland Steakhouse & Cafe,Casual Dining
Dindigul Thalappakatti,Casual Dining
Caf̩ Felix,Casual Dining
Caf̩ Felix,Cafe
KC Das,Sweet Shop
KC Das,Quick Bites
Chianti,Casual Dining
Bangalore Pub Exchange,Pub
Bangalore Pub Exchange,Casual Dining
Le Jardin - The Oberoi,Fine Dining
BBQ@52,Casual Dining
Cafe Mozaic - Taj MG Road Bengaluru,Casual Dining
Cafe Mozaic - Taj MG Road Bengaluru,Cafe
Salvadores,Fine Dining
Smaaash,Casual Dining
Smaaash,Pub
RS Shiv Sagar,Casual Dining
Ging - Royal Orchid Central,Bar
Ging - Royal Orchid Central,Casual Dining
Memories of China - Taj MG Road Bengaluru,Fine Dining
Foodhall,Casual Dining
Ice - Taj MG Road Bengaluru,Club
i-Bar - The Park Bangalore,Lounge
Fort Kochi,Casual Dining
Fort Kochi,Bar
Happy Belly Bakes,Cafe
Happy Belly Bakes,Bakery
WYT RestroPub,Pub
Pinxx - Royal Orchid Central,Casual Dining
Monsoon - The Park Bangalore,Fine Dining
Aqua - The Park Bangalore,Lounge
Aqua - The Park Bangalore,Bar
Polo Club - The Oberoi,Fine Dining
Szechwan Court - The Oberoi,Fine Dining
Soul Cafe,Cafe
Canopy,Casual Dining
Chai Ki Tapri,Cafe
Mighty Small,Casual Dining
Mighty Small,Bar
White Plate,Casual Dining
White Plate,Bar
Pizza Hut,Casual Dining
Nithyothsav - Hotel Ramanashree,Casual Dining
Cafe Coffee Day The Lounge,Cafe
RR Catering,Quick Bites
Dasaprakash Cafe,Cafe
The Coffee Bean & Tea Leaf,Cafe
Italia - The Park Bangalore,Fine Dining
Berrylicious Cafe,Fine Dining
Mamma Mexicana,Casual Dining
The Bundle Co.,Quick Bites
Lakeview Milkbar,Dessert Parlor
Lakeview Milkbar,Cafe
Chetty's Coffee,Quick Bites
Stars 'N' Stripes,Quick Bites
Domino's Pizza,Quick Bites
New Kudla Family Resturant,Quick Bites
McDonald's,Quick Bites
WOW Momo,Quick Bites
Hotel Ajantha,Quick Bites
Yauatcha P̢tisserie,Dessert Parlor
Khally Wally,Quick Bites
New Arya Bhavan,Quick Bites
Bhaiyaji Food Court,Quick Bites
Vasudev Adiga's,Quick Bites
Goli Vada Pav NO.1,Quick Bites
Tandoor Da Funda,Quick Bites
Olive Bar And Kitchen,Casual Dining
Chutney Chang,Casual Dining
Communiti,Microbrewery
Communiti,Casual Dining
Skyye,Lounge
Arbor Brewing Company,Pub
Arbor Brewing Company,Microbrewery
Kaz̩,Fine Dining
JW Kitchen - JW Marriott Bengaluru,Fine Dining
Shiro,Fine Dining
Shiro,Lounge
Nagarjuna,Casual Dining
Hyderabad Biryaani House,Casual Dining
Brik Oven,Cafe
The Permit Room,Casual Dining
The Permit Room,Bar
ShakesBierre,Microbrewery
ShakesBierre,Casual Dining
NoLimmits Lounge and Club,Club
Farzi Cafe,Casual Dining
Farzi Cafe,Microbrewery
Hard Rock Cafe,Casual Dining
Hard Rock Cafe,Bar
Karavalli - The Gateway Hotel,Fine Dining
MISU,Casual Dining
MISU,Bar
Bangalore Brew Works,Microbrewery
Bangalore Brew Works,Lounge
Church Street Social,Lounge
Fava,Casual Dining
Fava,Bar
Oh! Calcutta,Casual Dining
Oh! Calcutta,Bar
Soda Bottle Opener Wala,Casual Dining
Soda Bottle Opener Wala,Irani Cafee
Toast & Tonic,Casual Dining
The Bar Stock Exchange,Pub
The Bar Stock Exchange,Casual Dining
Caraway Kitchen - Conrad Bengaluru,Fine Dining
Sunny's,Casual Dining
Sunny's,Bar
Koshy's,Casual Dining
The Biere Club,Pub
The Biere Club,Microbrewery
Smoke House Deli,Casual Dining
Carnatic,Casual Dining
Spice Terrace - JW Marriott,Fine Dining
Spice Terrace - JW Marriott,Microbrewery
Green Theory,Casual Dining
Green Theory,Cafe
Alchemy - The Chancery Pavilion,Microbrewery
Alchemy - The Chancery Pavilion,Casual Dining
Sanchez,Lounge
The Only Place,Casual Dining
RockSalt,Bar
RockSalt,Casual Dining
Mainland China,Casual Dining
Mainland China,Bar
Harima,Casual Dining
Hae Kum Gang,Casual Dining
Double Decker,Bar
Double Decker,Casual Dining
Caperberry,Fine Dining
Rasovara,Casual Dining
Toscano,Casual Dining
Meghana Foods,Casual Dining
Truffles,Cafe
Sotally Tober,Bar
Sotally Tober,Casual Dining
Tiamo - Conrad Bengaluru,Fine Dining
Barbeque Nation,Casual Dining
Mahesh Lunch Home,Casual Dining
Hoppipola,Lounge
BBQ'D - Global Grill & Brewery,Casual Dining
BBQ'D - Global Grill & Brewery,Microbrewery
The White Room - Coffee & Kitchen,Cafe
Tree Tops Bar & Kitchen,Casual Dining
Tree Tops Bar & Kitchen,Bar
Matteo Coffea,Cafe
Cubbon Pavilion - ITC Gardenia,Fine Dining
Alba - JW Marriott Bengaluru,Fine Dining
Green Onion,Casual Dining
Empire Restaurant,Casual Dining
Watson's,Pub
The Barn - Bar & Kitchen,Pub
Bang - The Ritz-Carlton,Lounge
Konark Vegetarian Restaurant,Casual Dining
The Spice Bazaar,Casual Dining
The Spice Bazaar,Bar
Easy Tiger,Bar
Easy Tiger,Casual Dining
Bheema's,Casual Dining
Capri Gastrobar,Bar
Capri Gastrobar,Casual Dining
Cafe Noir,Casual Dining
The Open Box,Casual Dining
The Open Box,Bar
Sriracha,Casual Dining
Russh Gastropub,Pub
Naachiyar's,Casual Dining
The Rice Bowl,Casual Dining
The Rice Bowl,Bar
Carnival de Goa,Casual Dining
Carnival de Goa,Bar
Ente Keralam,Casual Dining
Smally's Resto Cafe,Cafe
The Konkan - Seafood Restaurant,Casual Dining
BLOW,Cafe
Republic Of Noodles - Lemon Tree Premier,Casual Dining
20 Feet High,Casual Dining
20 Feet High,Bar
Copacabana Pub,Pub
Copacabana Pub,Casual Dining
Kitchen On Table,Casual Dining
Cafe Kaara,Cafe
Hotel Tom's Restaurant,Casual Dining
Mahjong Room - WelcomHotel Bengaluru,Casual Dining
The Market - The Ritz-Carlton,Fine Dining
Skoolroom,Cafe
Benjarong,Casual Dining
WelcomCafe Jacaranda - WelcomHotel Bengaluru,Fine Dining
Mikusu - Conrad Bengaluru,Fine Dining
Amber Rush Restobar,Pub
Anupam's Coast II Coast,Casual Dining
Kebabs & Kurries - ITC Gardenia,Fine Dining
Cobaja,Casual Dining
Laughing Llama Gastropub,Bar
Laughing Llama Gastropub,Casual Dining
Japan Travel Cafe Azuki,Cafe
Little Green Cafe,Cafe
Little Green Cafe,Casual Dining
Kobe Sizzlers,Casual Dining
Coconut Grove,Casual Dining
Coconut Grove,Bar
Plan B,Casual Dining
Plan B,Pub
Pashto,Casual Dining
Season - Adarsh Hamilton,Casual Dining
Edo Restaurant & Bar - ITC Gardenia,Fine Dining
Hamza,Casual Dining
Roomali,Casual Dining
Caf̩ Mor'ish,Cafe
Riwaz - The Ritz-Carlton,Fine Dining
Riwaz - The Ritz-Carlton,Bar
Slo' Food Co.2,Casual Dining
Kudla - Hotel Ramanashree,Casual Dining
Panchavati Gaurav Thali,Casual Dining
Oye Amritsar,Casual Dining
Bootlegger,Pub
Bootlegger,Pub
Pecos Classic,Pub
Pecos Classic,Casual Dining
My Space - WelcomeHotel Bengaluru,Bar
Guzzlers Inn,Pub
Chin Lung Resto Bar,Bar
Puran da Dhaba - The Pride Hotel,Casual Dining
Puran da Dhaba - The Pride Hotel,Bar
Teppan Japanese Grill & Sushi Bar,Casual Dining
Mangalore pearl - Seafood Restaurant,Casual Dining
Le Rock,Bar
Xpress Biryani,Casual Dining
Indian Durbar - Conrad Bengaluru,Fine Dining
Cafe Mangii,Casual Dining
Qissa Khawani,Casual Dining
Fuel Resto Bar,Bar
Ithaca - The Chancery Pavilion,Fine Dining
Ithaca - The Chancery Pavilion,Fine Dining
The Lantern Restaurant & Bar - The Ritz-Carlton...,Fine Dining
The Lantern Restaurant & Bar - The Ritz-Carlton...,Bar
Tiger Trail - Ramada Hotel,Casual Dining
Tiger Trail - Ramada Hotel,Bar
Wolf'ish,Cafe
Chung Wah,Casual Dining
Mani's Dum Biryani,Casual Dining
Urban Solace - Caf̩ for the Soul,Cafe
