name,cuisines
Grand Food,South Indian
Grand Food,Bakery
Grand Food,Chinese
Dining Hut,North Indian
Dining Hut,Chinese
Dining Hut,South Indian
7 Hills Garden Restaurant,North Indian
7 Hills Garden Restaurant,Mughlai
7 Hills Garden Restaurant,Chinese
Desi Swaad,North Indian
Yummy Momos,Momos
Yummy Momos,Tibetan
Yummy Momos,Chinese
Masale Daan,North Indian
Grow Fit,Healthy Food
Grow Fit,North Indian
Grow Fit,Thai
The House Of Vadapav,nan
Sandwich Hub,Fast Food
Sandwich Hub,Sandwich
Udupi Sri Krishna Cafe,North Indian
Udupi Sri Krishna Cafe,South Indian
Starlite Bakery & Fastfood,North Indian
Starlite Bakery & Fastfood,Chinese
Starlite Bakery & Fastfood,Rolls
Starlite Bakery & Fastfood,Bakery
Starlite Bakery & Fastfood,Arabian
Starlite Bakery & Fastfood,Charcoal Chicken
Starlite Bakery & Fastfood,Desserts
Veganbreak24x7,South Indian
Veganbreak24x7,Chinese
Veganbreak24x7,Continental
Veganbreak24x7,Biryani
Dodda Mane Baaduta,North Indian
Dodda Mane Baaduta,South Indian
Dodda Mane Baaduta,Chinese
Dodda Mane Baaduta,Biryani
Swadd Kitchen,North Indian
Swadd Kitchen,Fast Food
Happy Chopsticks,Chinese
Happy Chopsticks,Fast Food
Udupi Upachar,South Indian
Udupi Upachar,North Indian
Davanagere Benne Dose Hut,South Indian
The Sip Shop,Pizza
The Sip Shop,Beverages
The Sip Shop,Ice Cream
Jalsa,North Indian
Jalsa,Mughlai
Jalsa,Chinese
Subz,North Indian
Subz,South Indian
Cafe Shuffle,Cafe
Cafe Shuffle,Italian
Cafe Shuffle,Continental
Mint and Mustard,North Indian
Mint and Mustard,Chinese
Chinese Square,Chinese
Hyderabad Express,Hyderabadi
Hyderabad Express,Biryani
Hyderabad Express,South Indian
Hyderabad Express,Andhra
Hyderabad Express,Beverages
Punjabi Raswada,North Indian
Vinny's,Pizza
Vinny's,Italian
Vinny's,Continental
Vinny's,Desserts
Chetty's Corner,Fast Food
Chetty's Corner,Burger
Chetty's Corner,Pizza
Kapoor's Cafe,North Indian
Donne Biryani & Kabab Corner,Chinese
Donne Biryani & Kabab Corner,Biryani
Sukh Sagar,South Indian
Sukh Sagar,North Indian
Sukh Sagar,Chinese
Sukh Sagar,Street Food
S M V Snacks Corner,Fast Food
Andhra Ruchulu,Andhra
Andhra Ruchulu,Biryani
Andhra Ruchulu,North Indian
Andhra Ruchulu,Chinese
The Samosa Co,Fast Food
The Samosa Co,Mithai
Steaming Mugs,Cafe
San Churro Cafe,Cafe
San Churro Cafe,Mexican
San Churro Cafe,Italian
Rajathadri Food Fort,South Indian
Rajathadri Food Fort,North Indian
Rajathadri Food Fort,Chinese
Rajathadri Food Fort,Street Food
Brew Meister,North Indian
Brew Meister,Continental
Brew Meister,Finger Food
Brew Meister,American
Brew Meister,Asian
Mr. Singh Da Dhaba,North Indian
Mr. Singh Da Dhaba,Chinese
Kababs N Biryani,South Indian
Ayodhya Upachar,South Indian
Ayodhya Upachar,North Indian
Ayodhya Upachar,Chinese
Ayodhya Upachar,Street Food
Biriyani Mane,North Indian
Biriyani Mane,Biryani
Cafe Ajfan,Cafe
Cafe Ajfan,Continental
Cafe Ajfan,Beverages
Brundhavana Food Point,South Indian
Brundhavana Food Point,North Indian
Brundhavana Food Point,Chinese
Brundhavana Food Point,Street Food
Brundhavana Food Point,Beverages
SLV Corner Restaurant,South Indian
SLV Corner Restaurant,Chinese
SLV Corner Restaurant,North Indian
SLV Corner Restaurant,Street Food
SLV Corner Restaurant,Rolls
SLV Corner Restaurant,Juices
Hotel New Karavali,Mangalorean
Hotel New Karavali,South Indian
Hotel New Karavali,North Indian
The Krishna Grand,North Indian
The Krishna Grand,South Indian
The Krishna Grand,Chinese
The Krishna Grand,Fast Food
The Krishna Grand,Juices
360 Atoms Restaurant And Cafe,Cafe
360 Atoms Restaurant And Cafe,Chinese
360 Atoms Restaurant And Cafe,Continental
360 Atoms Restaurant And Cafe,Italian
Roti Ghar,North Indian
Roti Ghar,Chinese
Roti Ghar,South Indian
The Coffee Shack,Cafe
The Coffee Shack,Chinese
The Coffee Shack,Continental
The Coffee Shack,Italian
Kettle & Kegs,Tea
Kettle & Kegs,Beverages
Baisakhi,North Indian
Corner House Ice Cream,Ice Cream
Corner House Ice Cream,Desserts
Poonam Sweets,Mithai
XO Belgian Waffle,Desserts
XO Belgian Waffle,Beverages
Old Mumbai Ice Cream,Ice Cream
Cake of the Day,Bakery
Amma's Pastries,Bakery
Kanti Sweets,Mithai
Kanti Sweets,Street Food
Sugar Rush,Bakery
Sugar Rush,Desserts
Polar Bear,Ice Cream
Polar Bear,Desserts
Polar Bear,Beverages
Polar Bear,Sandwich
San Churro Cafe,Cafe
San Churro Cafe,Mexican
San Churro Cafe,Italian
Anand Sweets and Savouries,Mithai
Anand Sweets and Savouries,Street Food
Ibaco,Desserts
Kirthi's Biryani,Chinese
Kirthi's Biryani,Cafe
Kirthi's Biryani,Italian
The Lassi and Juice Park,Juices
The Lassi and Juice Park,Desserts
Stoned Monkey,Desserts
Stoned Monkey,Ice Cream
Parimala Sweets,Mithai
Parimala Sweets,Street Food
The Big O Bakes,Bakery
The Big O Bakes,Desserts
Shree Mahalakshmi Sweets,Mithai
Shree Mahalakshmi Sweets,Street Food
Keventers,Desserts
Keventers,Beverages
Keventers,Ice Cream
Dessert Rose,Desserts
Thanco's Natural Ice Creams,Ice Cream
Corner Stone,Beverages
Corner Stone,Juices
Corner Stone,Desserts
Corner Stone,Italian
Kaggis,Fast Food
Kaggis,Bakery
Cocoa Bakes,Bakery
Cocoa Bakes,Desserts
Floured-Baked With Love,Bakery
CAFE NOVA,Cafe
CAFE NOVA,Bakery
Cakes & Slices,Bakery
Cakes & Slices,Desserts
Arun Ice Cream,Ice Cream
Arun Ice Cream,Desserts
Cake Bite,Bakery
Kwality Wall's Swirl's Happiness Station,Ice Cream
Kwality Wall's Swirl's Happiness Station,Desserts
Sweet N Swirl,Desserts
Sweet N Swirl,Ice Cream
Me And My Cake,Bakery
Me And My Cake,Desserts
Sweet Truth,Bakery
Sweet Truth,Desserts
Waffle-A-Go Go,Fast Food
Waffle-A-Go Go,Desserts
Waffle-A-Go Go,Ice Cream
Sri Venkateshwara Sweet Meat Stall,Mithai
Sri Venkateshwara Sweet Meat Stall,Street Food
Sri Venkateshwara Sweet Meat Stall,North Indian
Sri Venkateshwara Sweet Meat Stall,Chinese
Baskin Robbins,Ice Cream
Baskin Robbins,Desserts
Redberrys,Cafe
Redberrys,Italian
Amande Patisserie,Bakery
Amande Patisserie,French
Amande Patisserie,Desserts
Srinivasa Brahmins Bakery,Bakery
Srinivasa Brahmins Bakery,Street Food
Jain Bakes,Bakery
Jain Bakes,Desserts
Cake Ghar,Bakery
KC Das - Sweet Spot,Mithai
KC Das - Sweet Spot,Street Food
Sugar Stars Co,Bakery
Sugar Stars Co,Desserts
Diabetics Dezire Sugarless Sweets and Bakes,Desserts
Diabetics Dezire Sugarless Sweets and Bakes,Mithai
Cake Yard,Desserts
Iceberg Icecreams,Desserts
Iceberg Icecreams,Ice Cream
A2B Veg - Adyar Ananda Bhavan,South Indian
A2B Veg - Adyar Ananda Bhavan,North Indian
A2B Veg - Adyar Ananda Bhavan,Chinese
A2B Veg - Adyar Ananda Bhavan,Street Food
Sri Krishna Sweets,Mithai
Sri Krishna Sweets,Desserts
Cake Art,Bakery
Asha Sweets Centre,Fast Food
My Tea House,Continental
My Tea House,Asian
My Tea House,North Indian
My Tea House,Tea
The Krishna Grand,North Indian
The Krishna Grand,South Indian
The Krishna Grand,Chinese
The Krishna Grand,Fast Food
The Krishna Grand,Juices
Sea Spice by 7 Star,Seafood
Sea Spice by 7 Star,Biryani
Sea Spice by 7 Star,Beverages
Sea Spice by 7 Star,South Indian
Sea Spice by 7 Star,North Indian
Sea Spice by 7 Star,Kebab
Mini Punjabi Dhaba,North Indian
Onesta,Pizza
Onesta,Cafe
Onesta,Italian
Wamama,Asian
Wamama,Korean
Wamama,Indonesian
Wamama,Japanese
Wamama,Chinese
Wamama,Thai
Wamama,Momos
Jalsa,North Indian
Jalsa,Mughlai
Jalsa,Chinese
Vinny's,Pizza
Vinny's,Italian
Vinny's,Continental
Vinny's,Desserts
Jcubez,Finger Food
Gustoes Beer House,Continental
Gustoes Beer House,Italian
Gustoes Beer House,Mexican
Gustoes Beer House,North Indian
Gustoes Beer House,Chinese
Gustoes Beer House,Steak
Penthouse Cafe,Cafe
Penthouse Cafe,Italian
Penthouse Cafe,Continental
Spice Elephant,Chinese
Spice Elephant,North Indian
Spice Elephant,Thai
Smacznego,Cafe
Smacznego,Mexican
Smacznego,Italian
Smacznego,Momos
Smacznego,Beverages
Café Down The Alley,Cafe
Cafe Shuffle,Cafe
Cafe Shuffle,Italian
Cafe Shuffle,Continental
The Coffee Shack,Cafe
The Coffee Shack,Chinese
The Coffee Shack,Continental
The Coffee Shack,Italian
Peppy Peppers,Italian
Peppy Peppers,North Indian
Peppy Peppers,Mexican
Anna Kuteera,South Indian
Anna Kuteera,North Indian
Anna Kuteera,Chinese
Szechuan Dragon,Chinese
Szechuan Dragon,Thai
Szechuan Dragon,Momos
1947,North Indian
1947,Chinese
Caf-Eleven,Cafe
Caf-Eleven,Continental
Thamboola,North Indian
Thamboola,Chinese
Thamboola,Continental
Ferment,Continental
Havyaka Mess,South Indian
San Churro Cafe,Cafe
San Churro Cafe,Mexican
San Churro Cafe,Italian
Cafe Vivacity,Cafe
Chung Wah,Chinese
Chung Wah,Momos
Chung Wah,Thai
Chung Wah,Vietnamese
Vietnamese Kitchen,Vietnamese
Blue Wings Bar & Restaurant,North Indian
Blue Wings Bar & Restaurant,Chinese
Anand Sweets and Savouries,Mithai
Anand Sweets and Savouries,Street Food
Catch-up-ino,Cafe
Catch-up-ino,Fast Food
Catch-up-ino,Continental
Catch-up-ino,Chinese
Catch-up-ino,Momos
Kirthi's Biryani,Chinese
Kirthi's Biryani,Cafe
Kirthi's Biryani,Italian
T3H Cafe,Cafe
T3H Cafe,Italian
T3H Cafe,American
Srikrishna Bhavan,South Indian
Srikrishna Bhavan,North Indian
Srikrishna Bhavan,Chinese
Dal Tadkaa,North Indian
360 Atoms Restaurant And Cafe,Cafe
360 Atoms Restaurant And Cafe,Chinese
360 Atoms Restaurant And Cafe,Continental
360 Atoms Restaurant And Cafe,Italian
New Imperial Restaurant,North Indian
New Imperial Restaurant,Chinese
The Vintage Cafe,Cafe
The Vintage Cafe,French
The Vintage Cafe,North Indian
Green Gardenia,North Indian
Green Gardenia,Chinese
Parimala Sweets,Mithai
Parimala Sweets,Street Food
Vaishali Deluxe,North Indian
Vaishali Deluxe,Chinese
Paradise Premium,Biryani
Paradise Premium,Andhra
Paradise Premium,Hyderabadi
Paradise Premium,North Indian
Kadala Tarangaa,Mangalorean
Kadala Tarangaa,Seafood
Kadala Tarangaa,North Indian
My Tea House,Continental
My Tea House,Asian
My Tea House,North Indian
My Tea House,Tea
Sri Yaksha Shiv Sagar,North Indian
Sri Yaksha Shiv Sagar,Chinese
Nandhini Deluxe,North Indian
Corner Stone,Beverages
Corner Stone,Juices
Corner Stone,Desserts
Corner Stone,Italian
Karavali Fish Center,Mangalorean
Karavali Fish Center,Chinese
Ayda Persian Kitchen,North Indian
Ayda Persian Kitchen,Iranian
J Spice,North Indian
J Spice,Chinese
Swadesh Tadka,North Indian
Swadesh Tadka,Chinese
Swadesh Tadka,Beverages
Iyer's Tiffin Centre,South Indian
Iyer's Tiffin Centre,Chinese
Kydz Adda,Continental
K27 - The Pub,Chinese
K27 - The Pub,North Indian
Kotian Karavali Restaurant,South Indian
Kotian Karavali Restaurant,Biryani
Food Box Cafe,Mughlai
Food Box Cafe,North Indian
Food Box Cafe,Chinese
Hide Out Cafe,Cafe
Linnet Bar & Restaurant,Fast Food
Linnet Bar & Restaurant,Finger Food
CAFE NOVA,Cafe
CAFE NOVA,Bakery
Darbar,North Indian
Darbar,Chinese
Sri Ganesh Juice and Chats,Juices
Sri Ganesh Juice and Chats,Street Food
Manifest Cafe,South Indian
Manifest Cafe,North Indian
Manifest Cafe,Chinese
Beijing Bites,Chinese
Beijing Bites,Thai
Karavali Lunch Home,South Indian
Karavali Lunch Home,North Indian
Karavali Lunch Home,Seafood
Karavali Lunch Home,Mangalorean
The Pizzeria,Pizza
The Pizzeria,Italian
The Pizzeria,Salad
Sri Krishna Sagar,North Indian
Sri Krishna Sagar,Chinese
Lassi Stop,Beverages
Lassi Stop,Fast Food
Lassi Stop,Juices
Sea Green Cafe,Cafe
Sea Green Cafe,Fast Food
Sea Green Cafe,Beverages
Cafe Coffee Day,Cafe
Cafe Coffee Day,Fast Food
Kaumudis Juoice,Beverages
Kaumudis Juoice,Fast Food
Kaumudis Juoice,Juices
As On Fire,Pizza
As On Fire,Fast Food
As On Fire,BBQ
Pizza Hut,Pizza
Pizza Hut,Fast Food
New Prashanth Hotel,Biryani
New Prashanth Hotel,North Indian
New Prashanth Hotel,Seafood
New Prashanth Hotel,Andhra
Taaza Thindi,South Indian
Hyderabad Express,Hyderabadi
Hyderabad Express,Biryani
Hyderabad Express,South Indian
Hyderabad Express,Andhra
Hyderabad Express,Beverages
Ayodhya Upachar,South Indian
Ayodhya Upachar,North Indian
Ayodhya Upachar,Chinese
Ayodhya Upachar,Street Food
Petoo,North Indian
Roving Feast,Italian
Roving Feast,Continental
Roving Feast,Fast Food
Roving Feast,Chinese
Roving Feast,Momos
KFC,Burger
KFC,Fast Food
Five Star Chicken,Fast Food
Five Star Chicken,Burger
Gama Gama,South Indian
Hotel New Karavali,Mangalorean
Hotel New Karavali,South Indian
Hotel New Karavali,North Indian
Kaapi Corner,South Indian
McDonald's,Burger
McDonald's,Fast Food
Sri Laxmi Venkateshwara Coffee Bar,South Indian
Bhattara Bhojana,South Indian
Davanagere Benne Dose Hut,South Indian
Utsav Restaurant,North Indian
Utsav Restaurant,Chinese
Messy Bowl,Fast Food
Messy Bowl,Beverages
Devanna Dum Biriyani Centre,Biryani
Devanna Dum Biriyani Centre,South Indian
Janahaar,South Indian
Stop 'N' Joy,Fast Food
Dodda Mane Baaduta,North Indian
Dodda Mane Baaduta,South Indian
Dodda Mane Baaduta,Chinese
Dodda Mane Baaduta,Biryani
Chickpet Donne Biryani House,Biryani
Brahmin Cafe,South Indian
Chumma Delicious,South Indian
Chumma Delicious,Fast Food
Udupi Upachar,South Indian
Udupi Upachar,North Indian
Bengaluru Coffee House,South Indian
Bengaluru Coffee House,North Indian
Bengaluru Coffee House,Chinese
Bengaluru Coffee House,Street Food
Foodiction,North Indian
Foodiction,Fast Food
Foodiction,Chinese
Foodiction,Burger
The Biryani Cafe,Biryani
The Biryani Cafe,Chinese
The Biryani Cafe,Kebab
Spicy Tandoor,North Indian
Banashankari Donne Biriyani,Biryani
Banashankari Donne Biriyani,Fast Food
Addhuri Udupi Bhojana,South Indian
Addhuri Udupi Bhojana,North Indian
Vasanth Vihar - Since 1965,South Indian
Vasanth Vihar - Since 1965,Street Food
Subway,Salad
Subway,Fast Food
SGS Non Veg - Gundu Pulav,Biryani
SGS Non Veg - Gundu Pulav,Fast Food
Udupi Ruchi Grand,South Indian
Udupi Ruchi Grand,North Indian
Udupi Ruchi Grand,Chinese
Udupi Ruchi Grand,Street Food
Hotel Mangala,South Indian
Simple Thindies,South Indian
Rolls On Wheels,Fast Food
Rolls On Wheels,Rolls
Rolls On Wheels,Momos
Chilli Flakes,Fast Food
Chilli Flakes,Italian
Chilli Flakes,Beverages
Kababs N Biryani,South Indian
Udupi Ruchi,South Indian
Udupi Ruchi,North Indian
Udupi Ruchi,Chinese
Udupi Ruchi,Street Food
SLV Swadishta,South Indian
Kolbeh,Fast Food
Kolkata Kathi Roll's,Fast Food
Kolkata Kathi Roll's,Rolls
Mylari Biryani Family Restaurant,Biryani
Mylari Biryani Family Restaurant,Fast Food
Upahar Sagar,South Indian
Upahar Sagar,Chinese
Upahar Sagar,North Indian
Domino's Pizza,Pizza
Domino's Pizza,Fast Food
New Sagar Fast Food,North Indian
New Sagar Fast Food,South Indian
Namma Biryani,Biryani
Namma Biryani,Chinese
Namma Biryani,North Indian
Chill Out,South Indian
Chill Out,Chinese
Thrilok Restaurant,Mangalorean
Thrilok Restaurant,Seafood
Ande Ka Funda,North Indian
Ande Ka Funda,Fast Food
Ande Ka Funda,Rolls
Dakshin Grand,South Indian
Dakshin Grand,North Indian
Dakshin Grand,Chinese
Dakshin Grand,Street Food
Chicken Hunt,South Indian
Chicken Hunt,North Indian
Chicken Hunt,Chinese
Chicken Hunt,Biryani
7 Hills Garden Restaurant,North Indian
7 Hills Garden Restaurant,Mughlai
7 Hills Garden Restaurant,Chinese
Maruthi Davangere Benne Dosa,South Indian
Shri Guru Raghavendra Grand Veg,South Indian
Shri Guru Raghavendra Grand Veg,North Indian
Shri Guru Raghavendra Grand Veg,Chinese
Pizza Stop,Pizza
Pizza Stop,Italian
Madhappa Hindu Military Hotel,South Indian
Krishna Sagar,North Indian
Hanumanthanagar Biryani Junction,South Indian
Faasos,North Indian
Faasos,Biryani
Faasos,Fast Food
SLV Refreshment,South Indian
Kaggis,Fast Food
Kaggis,Bakery
Chatar Patar,Fast Food
Chatar Patar,Street Food
Seven Star,North Indian
Seven Star,Chinese
SVKP Daily Fresh,South Indian
Kidambi's Kitchen,South Indian
Ruchi's Corner,Fast Food
Tandoori Knight,North Indian
Tandoori Knight,Chinese
Tandoori Knight,Biryani
Tandoori Knight,Kebab
Utsav,North Indian
Utsav,Street Food
Mane Thindi,South Indian
Fast And Fresh,North Indian
Fast And Fresh,Chinese
Fast And Fresh,Fast Food
New Gowda's Fried Chicken,Biryani
Juicy Momos,Tibetan
Juicy Momos,Momos
Donne Biriyani House,South Indian
Donne Biriyani House,North Indian
Donne Biriyani House,Chinese
Donne Biriyani House,Biryani
Sri Venkateshwara Chat Centre,Street Food
Vinay Bhel Corner,Street Food
Spice 9,Biryani
Spice 9,North Indian
Spice 9,Chinese
Spice 9,Fast Food
Nandi Chats and Juice,Street Food
Atithi Point Ande Ka Funda,North Indian
Yaarub Hotel,Biryani
Just Shawarma,Arabian
Aramane Donne Biryani,Biryani
FOOD ADDA,Fast Food
Coffee Bytes,Fast Food
Coffee Bytes,South Indian
Parjanya Chat Zone,Street Food
Parjanya Chat Zone,Fast Food
Yo Roll Corner,Street Food
Yo Roll Corner,Rolls
New Quality Dum Biryani,Biryani
Tasty Bites,Fast Food
Tasty Bites,Pizza
Raams Chicken,Andhra
Panchami,North Indian
Panchami,Chinese
Sri Murari Family Restaurant,Biryani
New Prakash Hotel,South Indian
Sree Sagar,South Indian
VEGeatz,South Indian
VEGeatz,North Indian
Grand Food,South Indian
Grand Food,Bakery
Grand Food,Chinese
The House Of Vadapav,nan
Matru Sagar,South Indian
Matru Sagar,North Indian
Matru Sagar,Chinese
Kavali,South Indian
Kavali,Street Food
Bitez,Fast Food
Bunt's Biriyani Palace,North Indian
Bunt's Biriyani Palace,South Indian
Bunt's Biriyani Palace,Chinese
Bunt's Biriyani Palace,Biryani
Bunt's Biriyani Palace,Seafood
Funjabi Curries,North Indian
Udupi Upahar,South Indian
Udupi Upahar,Chinese
Udupi Upahar,North Indian
Udupi Upahar,Juices
Ranganna Military Hotel,South Indian
Ranganna Military Hotel,Biryani
Roti Ghar,North Indian
Roti Ghar,Chinese
Roti Ghar,South Indian
Grand Village,North Indian
Grand Village,Rajasthani
Vidyarthi Bhavan,South Indian
Bharjari Oota,South Indian
Gokul Veg,North Indian
Gokul Veg,Chinese
Gokul Veg,Beverages
SLV Corner Restaurant,South Indian
SLV Corner Restaurant,Chinese
SLV Corner Restaurant,North Indian
SLV Corner Restaurant,Street Food
SLV Corner Restaurant,Rolls
SLV Corner Restaurant,Juices
Timepass Dinner,North Indian
Baisakhi,North Indian
Eat Repeat,South Indian
Sri Guru Kottureshwara Davangere Benne Dosa,South Indian
Bridgeway,North Indian
Bridgeway,Chinese
Srinathji's Cafe,North Indian
Srinathji's Cafe,Cafe
Srinathji's Cafe,Chinese
Srinathji's Cafe,Fast Food
Soho Bar & Grill,North Indian
Soho Bar & Grill,Chinese
Soho Bar & Grill,Thai
Kollapuri's,South Indian
Kollapuri's,Mangalorean
Bhavani Restaurant,South Indian
Bhavani Restaurant,North Indian
Bhavani Restaurant,Chinese
Puliyogare Point,South Indian
Zephyr,Italian
Zephyr,Continental
Redberrys,Cafe
Redberrys,Italian
Hotel Dwarka,South Indian
Nisarga Garden Restaurant,South Indian
Nisarga Garden Restaurant,Chinese
Nisarga Garden Restaurant,Desserts
Nisarga Garden Restaurant,Beverages
Ma-Arya Family Restaurant,Biryani
Ma-Arya Family Restaurant,South Indian
Ma-Arya Family Restaurant,North Indian
Ma-Arya Family Restaurant,Chinese
Ma-Arya Family Restaurant,Andhra
A2B - Adyar Ananda Bhavan,South Indian
A2B - Adyar Ananda Bhavan,Fast Food
A2B - Adyar Ananda Bhavan,Street Food
Ragoo's,Italian
Ragoo's,Pizza
Ragoo's,North Indian
Ragoo's,Salad
Imperial Restaurant,North Indian
Imperial Restaurant,Chinese
Imperial Restaurant,Biryani
Imperial Restaurant,Beverages
New Prashanth Hotel,South Indian
Udupi Sri Krishna Bhavan,South Indian
Chinese Kitchen,Chinese
Vijayalakshmi,South Indian
Nammura Donne Biriyani,Biryani
Nammura Donne Biriyani,Fast Food
Curry Leaves,Andhra
Curry Leaves,North Indian
Curry Leaves,Chinese
Goli Vada Pav No. 1,Street Food
Ice Thunder,South Indian
Ice Thunder,Fast Food
Ice Thunder,North Indian
Ice Thunder,Desserts
South Kitchen,South Indian
Upahara Darshini,South Indian
Mahalaxmi Tiffin Room,South Indian
Starlite Bakery & Fastfood,North Indian
Starlite Bakery & Fastfood,Chinese
Starlite Bakery & Fastfood,Rolls
