name,cuisines
Crunch Pizzas,Pizza
Hotel Mirchi Red,North Indian
Hotel Mirchi Red,Chinese
Chettayees,Kerala
Chettayees,North Indian
Chettayees,Chinese
Food And You,North Indian
Food And You,South Indian
Food And You,Gujarati
Mongolian Kitchen,Chinese
Mongolian Kitchen,Mongolian
Dum Biryani Hub,Biryani
New Punjabi Hotel,North Indian
New Punjabi Hotel,Chinese
Grill N Chill,North Indian
Grill N Chill,Chinese
Dreams Cafe - All Day English Food St.,Cafe
Dreams Cafe - All Day English Food St.,Continental
Dreams Cafe - All Day English Food St.,Burger
Donne Biryani Mane,Biryani
Kolkata Restaurant,Bengali
Kolkata Restaurant,North Indian
Kolkata Restaurant,Chinese
The 90s Hash House,Cafe
Hotel Feast Ambur Biriyani,Biryani
Hotel Feast Ambur Biriyani,Kebab
Marunadan Kada,Kerala
Marunadan Kada,Tea
Fresh Kitchen,North Indian
Fresh Kitchen,Chinese
Ambur Hot Dum Biryani,Biryani
Hotel Empark,Chinese
Hotel Empark,North Indian
Hotel Empark,Arabian
Prawn Crunch,Fast Food
Prawn Crunch,Seafood
Masale Daan,North Indian
Nammura Donne Biriyani,Andhra
Nammura Donne Biriyani,Biryani
Public Khana,South Indian
Public Khana,North Indian
Odissi Restaurant,Oriya
Krishna Sagar,South Indian
Krishna Sagar,North Indian
Krishna Sagar,Chinese
Sri Punjabi Dhaba,North Indian
Malabar Kitchen,North Indian
Malabar Kitchen,Chinese
Malabar Kitchen,Fast Food
Gilly's Restobar,Finger Food
Gilly's Restobar,Continental
Gilly's Restobar,North Indian
XOOX Brewmill,Modern Indian
XOOX Brewmill,European
XOOX Brewmill,Asian
Biergarten,Continental
Biergarten,North Indian
Biergarten,Chinese
Biergarten,European
Biergarten,BBQ
Biergarten,Finger Food
Biergarten,Asian
Koramangala Social,American
Koramangala Social,North Indian
Koramangala Social,Chinese
Koramangala Social,Finger Food
Fenny's Lounge And Kitchen,Mediterranean
Fenny's Lounge And Kitchen,Pizza
Fenny's Lounge And Kitchen,Continental
Fenny's Lounge And Kitchen,Seafood
Fenny's Lounge And Kitchen,Salad
Harry's Bar + Cafe,Asian
Harry's Bar + Cafe,American
Harry's Bar + Cafe,Mexican
Daawat Restaurant Bar & Pub,Finger Food
Daawat Restaurant Bar & Pub,North Indian
Daawat Restaurant Bar & Pub,Seafood
Daawat Restaurant Bar & Pub,Mangalorean
Daawat Restaurant Bar & Pub,Chinese
Prost Brew Pub,American
Prost Brew Pub,Continental
Prost Brew Pub,North Indian
Prost Brew Pub,Salad
The Fixx,Continental
The Fixx,South Indian
The Fixx,Italian
The Fixx,North Indian
The Fixx,Chinese
Brooks and Bonds Brewery,Continental
Brooks and Bonds Brewery,Mediterranean
Brooks and Bonds Brewery,North Indian
Brooks and Bonds Brewery,Chinese
Brooks and Bonds Brewery,Finger Food
House Of Commons,Continental
House Of Commons,Asian
House Of Commons,North Indian
Foxtrot - House of Subculture,Cafe
Foxtrot - House of Subculture,American
Foxtrot - House of Subculture,Asian
Foxtrot - House of Subculture,North Indian
Drava,Pizza
Drava,Continental
Drava,North Indian
Drava,Asian
The Terrace at Gilly's Redefined,Continental
The Terrace at Gilly's Redefined,Finger Food
The Terrace at Gilly's Redefined,Asian
The Terrace at Gilly's Redefined,North Indian
The Boozy Griffin,European
The Boozy Griffin,Continental
Simon Says Brew Works,Continental
Simon Says Brew Works,American
Simon Says Brew Works,Italian
Simon Says Brew Works,Modern Indian
Simon Says Brew Works,Pizza
Simon Says Brew Works,Burger
Myu Bar at Gilly's Redefined,American
Myu Bar at Gilly's Redefined,North Indian
Myu Bar at Gilly's Redefined,Pizza
Myu Bar at Gilly's Redefined,Finger Food
Myu Bar at Gilly's Redefined,Continental
Myu Bar at Gilly's Redefined,Italian
The Old Fashioned Bar,Finger Food
The Old Fashioned Bar,North Indian
The Old Fashioned Bar,Continental
Sotally Tober,Asian
Sotally Tober,Burger
Sotally Tober,Pizza
Sotally Tober,Chinese
Sotally Tober,Finger Food
Happy Brew,Continental
Happy Brew,American
Happy Brew,Chinese
Happy Brew,BBQ
Happy Brew,Salad
1522 - The Pub,Chinese
1522 - The Pub,Continental
1522 - The Pub,North Indian
Crawl Street,Continental
Crawl Street,Finger Food
Crawl Street,North Indian
Crawl Street,Chinese
The Beer Cafe,Finger Food
The Beer Cafe,Chinese
The Beer Cafe,Italian
The Beer Cafe,Burger
Cheers Pub Bar & Restro,Continental
Cheers Pub Bar & Restro,Finger Food
Cheers Pub Bar & Restro,Pizza
Cheers Pub Bar & Restro,North Indian
Cheers Pub Bar & Restro,Bar Food
Barleyz,North Indian
Barleyz,Continental
Barleyz,Chinese
The Flying Trapeze,Continental
The Flying Trapeze,North Indian
The Flying Trapeze,Chinese
The Flying Trapeze,Modern Indian
The Flying Trapeze,Asian
What's In A Name,Finger Food
What's In A Name,Asian
What's In A Name,European
What's In A Name,Italian
Sathya's,North Indian
Sathya's,Chinese
The Local - Terrace Drinkery,Continental
The Local - Terrace Drinkery,American
The Local - Terrace Drinkery,Pizza
The Local - Terrace Drinkery,BBQ
Tilt Gastro Lounge,Continental
Tilt Gastro Lounge,American
Tilt Gastro Lounge,North Indian
Tilt Gastro Lounge,Chinese
Bulls N Bears - Bar Trade Xchange,Finger Food
Bulls N Bears - Bar Trade Xchange,North Indian
Bulls N Bears - Bar Trade Xchange,Continental
Bulls N Bears - Bar Trade Xchange,Pizza
Drunkling - Sizzlers and Pub,Chinese
Drunkling - Sizzlers and Pub,Continental
Drunkling - Sizzlers and Pub,North Indian
Drunkling - Sizzlers and Pub,Burger
Drunkling - Sizzlers and Pub,Pizza
Drunkling - Sizzlers and Pub,Seafood
Fill N Chill Resto Bar & Pub,Finger Food
Fill N Chill Resto Bar & Pub,North Indian
Fill N Chill Resto Bar & Pub,Chinese
Sutra Spice-The Resto Bar,South Indian
Sutra Spice-The Resto Bar,Andhra
Cilantro,European
Cilantro,American
Cilantro,Continental
Cilantro,North Indian
Cilantro,Steak
Sherlock's Pub,Continental
Sherlock's Pub,North Indian
Sherlock's Pub,Chinese
Gorilla Barfare,Continental
Gorilla Barfare,Pizza
Gorilla Barfare,Burger
Over The Top Terrace Lounge,Continental
Over The Top Terrace Lounge,North Indian
Fandom at Gilly's Redefined,Finger Food
Jimi's Beer Cafe,American
Jimi's Beer Cafe,North Indian
Jimi's Beer Cafe,Chinese
Barcode,South Indian
Barcode,North Indian
The Local - Burger Bar,American
The Local - Burger Bar,Pizza
The Local - Burger Bar,Burger
Oil Pump,Finger Food
Oil Pump,Continental
Banana Beach Bar,Continental
Banana Beach Bar,Chinese
Gallop Bar - Davanam Sarovar Portico Suites,Finger Food
Primal,Finger Food
Primal,Continental
Samrat Regency Bar And Restaurant,North Indian
Samrat Regency Bar And Restaurant,Chinese
Black Pepper Lounge - Case de Bengaluru,Finger Food
"3B's - Buddies, Bar & Barbecues",North Indian
"3B's - Buddies, Bar & Barbecues",Mediterranean
"3B's - Buddies, Bar & Barbecues",European
"3B's - Buddies, Bar & Barbecues",BBQ
B-hive,Finger Food
B-hive,North Indian
Pecos Hideout,Finger Food
ThrowBack - Pub & Dine,Italian
ThrowBack - Pub & Dine,North Indian
ThrowBack - Pub & Dine,Continental
Head's Or Tail's,Finger Food
Head's Or Tail's,North Indian
Head's Or Tail's,Chinese
Invitation Bar & Restaurant,North Indian
Zanzibar - Davanam Sarovar Portico Suites,Finger Food
Fenny's Lounge And Kitchen,Mediterranean
Fenny's Lounge And Kitchen,Pizza
Fenny's Lounge And Kitchen,Continental
Fenny's Lounge And Kitchen,Seafood
Fenny's Lounge And Kitchen,Salad
Bombay Adda,Modern Indian
Gilly's Restobar,Finger Food
Gilly's Restobar,Continental
Gilly's Restobar,North Indian
Punjab Bistro,North Indian
Bob's Bar,South Indian
Bob's Bar,Finger Food
Harry's Bar + Cafe,Asian
Harry's Bar + Cafe,American
Harry's Bar + Cafe,Mexican
JukeBox,Continental
JukeBox,Parsi
JukeBox,Chinese
JukeBox,North Indian
JukeBox,Italian
JukeBox,Steak
Daawat Restaurant Bar & Pub,Finger Food
Daawat Restaurant Bar & Pub,North Indian
Daawat Restaurant Bar & Pub,Seafood
Daawat Restaurant Bar & Pub,Mangalorean
Daawat Restaurant Bar & Pub,Chinese
The Black Pearl,North Indian
The Black Pearl,European
The Black Pearl,Mediterranean
Buff Buffet Buff,North Indian
Buff Buffet Buff,Chinese
Buff Buffet Buff,Continental
Buff Buffet Buff,Thai
Buff Buffet Buff,Salad
Biergarten,Continental
Biergarten,North Indian
Biergarten,Chinese
Biergarten,European
Biergarten,BBQ
Biergarten,Finger Food
Biergarten,Asian
The Reservoire,Continental
The Reservoire,North Indian
The Reservoire,Chinese
The Reservoire,American
Indigo XP,Finger Food
Indigo XP,Continental
Indigo XP,Asian
Indigo XP,North Indian
Prost Brew Pub,American
Prost Brew Pub,Continental
Prost Brew Pub,North Indian
Prost Brew Pub,Salad
The Fixx,Continental
The Fixx,South Indian
The Fixx,Italian
The Fixx,North Indian
The Fixx,Chinese
Asia Kitchen By Mainland China,Asian
Asia Kitchen By Mainland China,Chinese
Asia Kitchen By Mainland China,Thai
Asia Kitchen By Mainland China,Momos
House Of Commons,Continental
House Of Commons,Asian
House Of Commons,North Indian
The Boozy Griffin,European
The Boozy Griffin,Continental
Myu Bar at Gilly's Redefined,American
Myu Bar at Gilly's Redefined,North Indian
Myu Bar at Gilly's Redefined,Pizza
Myu Bar at Gilly's Redefined,Finger Food
Myu Bar at Gilly's Redefined,Continental
Myu Bar at Gilly's Redefined,Italian
The Old Fashioned Bar,Finger Food
The Old Fashioned Bar,North Indian
The Old Fashioned Bar,Continental
Sotally Tober,Asian
Sotally Tober,Burger
Sotally Tober,Pizza
Sotally Tober,Chinese
Sotally Tober,Finger Food
1522 - The Pub,Chinese
1522 - The Pub,Continental
1522 - The Pub,North Indian
Crawl Street,Continental
Crawl Street,Finger Food
Crawl Street,North Indian
Crawl Street,Chinese
The Beer Cafe,Finger Food
The Beer Cafe,Chinese
The Beer Cafe,Italian
The Beer Cafe,Burger
Cheers Pub Bar & Restro,Continental
Cheers Pub Bar & Restro,Finger Food
Cheers Pub Bar & Restro,Pizza
Cheers Pub Bar & Restro,North Indian
Cheers Pub Bar & Restro,Bar Food
Beer Adda,North Indian
Beer Adda,Chinese
Beer Adda,Pizza
Fava Bistro,Mediterranean
Fava Bistro,Pizza
Fava Bistro,Italian
Fava Bistro,Beverages
Nandhana Palace,Andhra
Nandhana Palace,Biryani
Nandhana Palace,North Indian
Nandhana Palace,Chinese
What's In A Name,Finger Food
What's In A Name,Asian
What's In A Name,European
What's In A Name,Italian
Sathya's,North Indian
Sathya's,Chinese
The Local - Terrace Drinkery,Continental
The Local - Terrace Drinkery,American
The Local - Terrace Drinkery,Pizza
The Local - Terrace Drinkery,BBQ
Bistro Oui,Cafe
Bistro Oui,Continental
Bistro Oui,Salad
Bistro Oui,Steak
Bulls N Bears - Bar Trade Xchange,Finger Food
Bulls N Bears - Bar Trade Xchange,North Indian
Bulls N Bears - Bar Trade Xchange,Continental
Bulls N Bears - Bar Trade Xchange,Pizza
Drunkling - Sizzlers and Pub,Chinese
Drunkling - Sizzlers and Pub,Continental
Drunkling - Sizzlers and Pub,North Indian
Drunkling - Sizzlers and Pub,Burger
Drunkling - Sizzlers and Pub,Pizza
Drunkling - Sizzlers and Pub,Seafood
Johnny Fox,North Indian
Johnny Fox,Chinese
Fill N Chill Resto Bar & Pub,Finger Food
Fill N Chill Resto Bar & Pub,North Indian
Fill N Chill Resto Bar & Pub,Chinese
Sutra Spice-The Resto Bar,South Indian
Sutra Spice-The Resto Bar,Andhra
Cilantro,European
Cilantro,American
Cilantro,Continental
Cilantro,North Indian
Cilantro,Steak
Sherlock's Pub,Continental
Sherlock's Pub,North Indian
Sherlock's Pub,Chinese
Gorilla Barfare,Continental
Gorilla Barfare,Pizza
Gorilla Barfare,Burger
The Underground Gastropub,Finger Food
Fandom at Gilly's Redefined,Finger Food
Jimi's Beer Cafe,American
Jimi's Beer Cafe,North Indian
Jimi's Beer Cafe,Chinese
Barcode,South Indian
Barcode,North Indian
The Local - Burger Bar,American
The Local - Burger Bar,Pizza
The Local - Burger Bar,Burger
Oil Pump,Finger Food
Oil Pump,Continental
Banana Beach Bar,Continental
Banana Beach Bar,Chinese
Primal,Finger Food
Primal,Continental
Samrat Regency Bar And Restaurant,North Indian
Samrat Regency Bar And Restaurant,Chinese
Roots,North Indian
Roots,South Indian
Roots,Chinese
Roots,Continental
Roots,Mangalorean
"3B's - Buddies, Bar & Barbecues",North Indian
"3B's - Buddies, Bar & Barbecues",Mediterranean
"3B's - Buddies, Bar & Barbecues",European
"3B's - Buddies, Bar & Barbecues",BBQ
B-hive,Finger Food
B-hive,North Indian
Pecos Hideout,Finger Food
Lounge 189,Continental
Lounge 189,Italian
ThrowBack - Pub & Dine,Italian
ThrowBack - Pub & Dine,North Indian
ThrowBack - Pub & Dine,Continental
Head's Or Tail's,Finger Food
Head's Or Tail's,North Indian
Head's Or Tail's,Chinese
Invitation Bar & Restaurant,North Indian
Zanzibar - Davanam Sarovar Portico Suites,Finger Food
Skywalk Restobar,North Indian
Skywalk Restobar,South Indian
The Bar Therapy,Continental
The Bar Therapy,Chinese
One Atria Cafe,South Indian
One Atria Cafe,Continental
One Atria Cafe,North Indian
JW Kitchen - JW Marriott Bengaluru,North Indian
JW Kitchen - JW Marriott Bengaluru,Continental
JW Kitchen - JW Marriott Bengaluru,Italian
Parika Multicuisine Restaurant,North Indian
Parika Multicuisine Restaurant,Chinese
Parika Multicuisine Restaurant,Mughlai
Rasovara,Rajasthani
Rasovara,North Indian
The Spice Bazaar,North Indian
The Spice Bazaar,Mughlai
BBQ'D - Global Grill & Brewery,BBQ
BBQ'D - Global Grill & Brewery,North Indian
Cafe Mangii,Italian
Cafe Mangii,Continental
Cafe Mangii,Pizza
South Parade - The Chancery Hotel,North Indian
South Parade - The Chancery Hotel,Continental
South Parade - The Chancery Hotel,Chinese
Olive Bar And Kitchen,Mediterranean
Olive Bar And Kitchen,European
Olive Bar And Kitchen,Salad
Chutney Chang,North Indian
Chutney Chang,Chinese
Chutney Chang,BBQ
Ebony,North Indian
Ebony,South Indian
The Tao Terraces,Thai
The Tao Terraces,Japanese
The Tao Terraces,Korean
The Tao Terraces,Burmese
The Tao Terraces,Chinese
Rim Naam - The Oberoi,Thai
Oh! Calcutta,Bengali
Oh! Calcutta,Seafood
Mainland China,Chinese
Empire Restaurant,North Indian
Empire Restaurant,Mughlai
Empire Restaurant,South Indian
Empire Restaurant,Chinese
Le Jardin - The Oberoi,European
Le Jardin - The Oberoi,Mediterranean
Le Jardin - The Oberoi,North Indian
BBQ@52,BBQ
BBQ@52,Biryani
BBQ@52,Continental
Konark Vegetarian Restaurant,North Indian
Konark Vegetarian Restaurant,Chinese
Konark Vegetarian Restaurant,Continental
Konark Vegetarian Restaurant,South Indian
Konark Vegetarian Restaurant,Street Food
Konark Vegetarian Restaurant,Juices
Mynt - The Taj West End,Italian
Mynt - The Taj West End,North Indian
Mynt - The Taj West End,Lebanese
Kitchen On Table,Japanese
Kitchen On Table,Sushi
Kitchen On Table,Asian
The Market - The Ritz-Carlton,North Indian
The Market - The Ritz-Carlton,European
The Market - The Ritz-Carlton,Thai
WelcomCafe Jacaranda - WelcomHotel Bengaluru,Asian
WelcomCafe Jacaranda - WelcomHotel Bengaluru,Continental
WelcomCafe Jacaranda - WelcomHotel Bengaluru,North Indian
Season - Adarsh Hamilton,North Indian
Season - Adarsh Hamilton,Chinese
Season - Adarsh Hamilton,South Indian
Season - Adarsh Hamilton,Continental
Panchavati Gaurav Thali,Rajasthani
Panchavati Gaurav Thali,Gujarati
Puran da Dhaba - The Pride Hotel,North Indian
Red Onion,Chinese
Red Onion,North Indian
Red Onion,Biryani
Red Onion,Kebab
Ithaca - The Chancery Pavilion,North Indian
Ithaca - The Chancery Pavilion,Italian
Ithaca - The Chancery Pavilion,European
Ithaca - The Chancery Pavilion,Continental
Tiger Trail - Ramada Hotel,North Indian
Tiger Trail - Ramada Hotel,Lucknowi
The Oriental Spice - Ashraya Hotel,Chinese
The Oriental Spice - Ashraya Hotel,Thai
The Oriental Spice - Ashraya Hotel,Indonesian
The Oriental Spice - Ashraya Hotel,Chinese
The Oriental Spice - Ashraya Hotel,Thai
The Oriental Spice - Ashraya Hotel,Indonesian
Pinxx - Royal Orchid Central,Italian
Pinxx - Royal Orchid Central,European
Monsoon - The Park Bangalore,Italian
Monsoon - The Park Bangalore,North Indian
Cafe Treat - The Pride Hotel,Continental
Cafe Treat - The Pride Hotel,Asian
Cafe Treat - The Pride Hotel,Italian
Mint Masala,North Indian
Mint Masala,Chinese
Saatvikk,North Indian
Saatvikk,South Indian
Saatvikk,Continental
Curry with a 'K' - St. Mark's Hotel,North Indian
Curry with a 'K' - St. Mark's Hotel,Mughlai
Curry with a 'K' - St. Mark's Hotel,Hyderabadi
Northern Gate- Gateway Hotel,North Indian
Canopy,North Indian
Canopy,Continental
Canopy,Chinese
Cafe @ Elanza,Chinese
Cafe @ Elanza,North Indian
Cafe @ Elanza,Cafe
The Hub - Ibis Hotel,Finger Food
The Hub - Ibis Hotel,Fast Food
The Hub - Ibis Hotel,Continental
Tiffanys,Continental
Tiffanys,Italian
Tiffanys,Chinese
70 Brigade - Iris Hotel,Chinese
70 Brigade - Iris Hotel,North Indian
70 Brigade - Iris Hotel,Pizza
Nithyothsav - Hotel Ramanashree,North Indian
Nithyothsav - Hotel Ramanashree,Chinese
Cafe Monarch Luxur,North Indian
Cafe Monarch Luxur,South Indian
Cafe Monarch Luxur,Chinese
Cafe Monarch Luxur,Fast Food
Sunehri,South Indian
VT Sindhur Veg,North Indian
VT Sindhur Veg,Chinese
Monarch,North Indian
Monarch,Chinese
Monarch,Continental
Monarch,South Indian
Spice It,North Indian
Spice It,Continental
Spice It,Italian
Woody's,Chinese
Woody's,South Indian
Woody's,North Indian
Caraway Kitchen - Conrad Bengaluru,American
Caraway Kitchen - Conrad Bengaluru,Continental
Caraway Kitchen - Conrad Bengaluru,North Indian
Caraway Kitchen - Conrad Bengaluru,South Indian
Barbeque Nation,North Indian
Barbeque Nation,European
Barbeque Nation,Mediterranean
Barbeque Nation,BBQ
Barbeque Nation,Kebab
La Brasserie - Le Meridien,North Indian
La Brasserie - Le Meridien,Continental
La Brasserie - Le Meridien,Japanese
La Brasserie - Le Meridien,Chinese
La Brasserie - Le Meridien,South Indian
b Caf̩ - Shangri-La Hotel,North Indian
b Caf̩ - Shangri-La Hotel,Italian
b Caf̩ - Shangri-La Hotel,Chinese
b Caf̩ - Shangri-La Hotel,Japanese
Skylit - Citrus Hotels,North Indian
Skylit - Citrus Hotels,Mughlai
Skylit - Citrus Hotels,Mediterranean
Banjara Melting Pot,North Indian
Banjara Melting Pot,Chinese
Banjara Melting Pot,Seafood
Zodiac - Fortune Select JP Cosmos Hotel,North Indian
Zodiac - Fortune Select JP Cosmos Hotel,South Indian
Zodiac - Fortune Select JP Cosmos Hotel,Chinese
Zodiac - Fortune Select JP Cosmos Hotel,Continental
MG's Fine Dining & Bar - Springs Hotel & Spa,North Indian
MG's Fine Dining & Bar - Springs Hotel & Spa,Asian
MG's Fine Dining & Bar - Springs Hotel & Spa,Continental
24 Carats - The Capitol,Asian
24 Carats - The Capitol,Continental
BISO - Citrus Hotels,North Indian
BISO - Citrus Hotels,South Indian
BISO - Citrus Hotels,Italian
BISO - Citrus Hotels,Continental
Pepper's - The Palladium,North Indian
Pepper's - The Palladium,Chinese
Pepper's - The Palladium,South Indian
La Boulangerie - Le Meridien,Continental
La Boulangerie - Le Meridien,Chinese
La Boulangerie - Le Meridien,North Indian
Coastal Creek,North Indian
Coastal Creek,Continental
Coastal Creek,South Indian
Spice Cove - I.V Sanctum,North Indian
Spice Cove - I.V Sanctum,South Indian
Spice Cove - I.V Sanctum,Continental
Spice Cove - I.V Sanctum,Asian
Cafe Azzure,Cafe
Cafe Azzure,Continental
Cafe Azzure,Italian
Cafe Azzure,Burger
BLOW,Cafe
BLOW,Continental
BLOW,American
BLOW,Burger
Glen's Bakehouse,Bakery
Glen's Bakehouse,Cafe
Glen's Bakehouse,Italian
Glen's Bakehouse,Desserts
Bengaluru Baking Company - JW Marriott Bengaluru,Salad
Bengaluru Baking Company - JW Marriott Bengaluru,Bakery
Bengaluru Baking Company - JW Marriott Bengaluru,Cafe
